pl_name,hostname,pl_rade,pl_bmasse,pl_orbsmax,pl_orbeccen,pl_eqt,pl_insol,st_teff,st_rad,st_mass,st_age,st_spectype,disc_year
HD 125612 b,HD 125612,13.2,945.22168242,1.349,0.446,253.38,0.6309,5900.0,1.07,1.05,1.77,G3 V,2007.0
K2-183 b,K2-183,1.1,1.37,,,,,5482.0,0.87,0.942219,,,2018.0
HD 109988 b,HD 109988,12.1,6935.33366915,12.518,0.056,65.91,0.0031,5185.97,0.869694,0.88,,,2022.0
Kepler-100 e,Kepler-100,5.27,24.14271827,0.312391586,0.026437,621.73,25.4128,5884.0,1.5,1.097,6.92,,2023.0
Kepler-219 c,Kepler-219,3.58,12.5,0.165,0.0,766.0,54.105,5786.0,1.491,1.164,4.0,,2014.0
K2-141 c,K2-141,7.0,8.0,0.0683,0.092,695.0,39.1,4570.0,0.681,0.708,6.3,K7 V,2018.0
Kepler-1790 b,Kepler-1790,3.1446145,10.0,0.20989,0.0,682.0,49.2,5866.0,1.367,1.02,2.88,,2021.0
Kepler-1641 c,Kepler-1641,2.95,9.01,0.2065,0.0,767.0,42.145,6152.0,1.19,1.12,3.02,,2016.0
HD 75898 c,HD 75898,12.6,2698.36317543,7.39,0.08,135.2,0.0528,6122.0,1.55,1.295,3.2,F8 V,2024.0
WASP-155 b,WASP-155,13.45077684,276.8285425,0.043,0.0,1468.0,771.0,5660.0,1.24,1.09,1.7,,2025.0
K2-386 b,K2-386,2.32,5.99,,,,,5749.0,0.97,0.911,,,2022.0
HATS-35 b,HATS-35,16.409976,388.38826,0.03199,0.306,2037.0,2440.7,6300.0,1.433,1.317,2.13,,2016.0
Kepler-918 b,Kepler-918,1.74,3.68,0.0569,0.0,1052.0,258.702,6028.0,1.14,1.11,3.24,,2016.0
GJ 806 c,GJ 806,2.28,5.8,0.0523,,490.0,9.5,3600.0,0.4144,0.413,5.0,M1.5 V,2023.0
K2-206 b,K2-206,2.79522879,8.22,,,,,5043.0,0.758046,0.789481,,,2018.0
Kepler-141 b,Kepler-141,0.69,0.257,0.039,0.0,968.0,228.663,4910.0,0.787,0.878,12.39,,2014.0
Kepler-582 b,Kepler-582,3.68,13.1,0.1254,0.0,603.0,25.056,5564.0,0.91,0.93,4.47,,2016.0
TOI-912 b,TOI-912,1.93,5.1,0.041,0.58,551.0,15.0,3572.0,0.419,0.418,0.8,M3,2025.0
Kepler-1511 b,Kepler-1511,1.68,3.46,0.1753,0.0,903.0,228.219,6064.0,1.29,1.17,3.31,,2016.0
HD 102117 b,HD 102117,8.47,54.0311,0.15,0.12,780.86,63.8539,5655.0,1.23,1.06,10.0,G6 V,2005.0
WASP-34 b,WASP-34,11.209,177.9848,0.0524,0.04,1250.0,229.962,5700.0,0.91,0.96,7.8,,2010.0
Kepler-335 c,Kepler-335,3.07,9.64,0.356,0.0,592.0,32.035,5877.0,1.854,1.367,3.09,,2014.0
XO-2 S c,XO-2 S,13.6,438.60320166,0.4737,0.149,376.79,3.3572,5325.0,1.02,0.98,7.1,G8 V,2014.0
Kepler-31 d,Kepler-31,3.9,2161.244,0.4,0.0,484.0,11.8,6340.0,1.22,1.21,0.28,,2014.0
TOI-2583 A b,TOI-2583 A,14.4595851,79.45710175,0.0571,0.0,1456.0,750.9,5936.0,1.477,1.215,4.4,,2023.0
Kepler-966 b,Kepler-966,4.13,16.0,0.3907,0.0,391.0,10.972,5840.0,1.02,1.02,4.07,,2016.0
HD 50499 c,HD 50499,13.2,931.2419,9.02,0.0,116.69,0.0292,6099.0,1.42,1.31,2.4,G1 V,2019.0
Kepler-630 b,Kepler-630,3.18,10.2,0.56201,0.0,343.0,5.568,5829.0,1.04,1.02,4.47,,2016.0
WASP-140 b,WASP-140,14.23540549,775.5052,0.0323,0.047,1270.0,491.326,5300.0,0.87,0.9,0.5,K0,2016.0
HAT-P-26 b,HAT-P-26,7.06167,22.2481,0.04748,0.12,1080.0,185.0743,5079.0,0.87,1.12,9.0,K1,2010.0
Kepler-874 b,Kepler-874,3.94,14.7,0.2234,0.0,560.0,31.624,6020.0,1.13,1.09,3.31,,2016.0
KMT-2021-BLG-0322L b,KMT-2021-BLG-0322L,12.7,2034.1018048,,,,,,,0.62,,,2021.0
L 98-59 b,L 98-59,0.837,0.46,0.0223,0.031,620.0,24.5,3415.0,0.3155,0.2923,4.94,M3 V,2019.0
Kepler-235 b,Kepler-235,2.23,5.6,0.037,0.0,731.0,44.0,4255.0,0.554,0.581,6.0,M0 V,2014.0
GJ 504 b,GJ 504,12.10569916,1271.3,43.5,,510.0,0.0011,6234.0,1.26,1.22,0.16,G0 V,2013.0
EPIC 220492298 b,EPIC 220492298,0.99,0.937,,,,,5620.0,0.89,0.95,,,2021.0
WASP-126 c,WASP-126,9.38,64.2,,0.05,,,5800.0,1.27,1.12,6.4,G2,2019.0
Kepler-85 c,Kepler-85,1.978,2.15,0.10363,0.027,706.0,61.929,5505.2,0.875,0.928,1.38,,2012.0
Kepler-1345 b,Kepler-1345,2.36,6.17,0.26412,0.0,693.0,68.469,6449.0,1.55,1.32,2.24,,2016.0
TOI-1130 c,TOI-1130,13.0,336.0,0.0731,0.0398,650.0,30.0,4360.0,0.697,0.745,5.4,K6-K7,2020.0
WASP-19 b,WASP-19,15.86070769,366.77398168,0.01652,0.0126,2113.0,3320.0,5616.0,1.006,0.965,6.4,G8 V,2009.0
GJ 667 C c,GJ 667 C,1.77,3.8,0.125,0.02,,0.8774,3350.0,,0.33,2.0,M1.5 V,2013.0
K2-395 c,K2-395,3.395,11.4,,,,,5007.0,0.783,0.952,,K0,2022.0
Kepler-866 b,Kepler-866,1.63,3.29,0.0331,0.0,996.0,196.127,4751.0,0.71,0.75,4.27,,2016.0
Kepler-223 b,Kepler-223,2.99,7.4,0.07525,0.078,1042.0,444.053,5803.0,1.72,1.125,8.91,,2014.0
HD 4732 c,HD 4732,13.1,1069.49258955,4.725,0.187,243.69,0.5881,4898.0,5.03,1.39,1.47,K0 IV,2012.0
Kepler-922 b,Kepler-922,1.42,2.6,0.01795,0.0,1876.0,2142.634,5671.0,0.93,0.95,4.37,,2016.0
Gaia-2 b,Gaia-2,14.81827249,259.66580852,0.0467,,1213.23,512.0235,5720.0,1.064,1.0,,,2022.0
HATS-67 b,HATS-67,18.887165,460.8535,0.03032,0.057,2193.0,3821.0,6594.0,1.441,1.435,0.51,,2018.0
KMT-2020-BLG-0202L b,KMT-2020-BLG-0202L,12.4,3902.93283796,4.17,,,,,,0.81,,,2026.0
Kepler-549 b,Kepler-549,2.57,11.0,0.23236,0.0,487.0,9.549,5360.0,0.84,0.88,4.57,,2016.0
GJ 1148 b,GJ 1148,11.9,96.7,0.166,0.38,232.94,0.4906,3287.0,0.358519,0.344045,,M5,2010.0
Kepler-1780 b,Kepler-1780,3.60600667,12.7,0.4276,0.0,340.0,3.14,5403.0,0.868,0.868,0.6,,2021.0
55 Cnc b,55 Cnc,13.9,263.9785,0.118,0.0029,700.0,45.6336,5198.0,0.98,1.015,10.0,G8 V,1996.0
HD 28471 b,HD 28471,1.75,3.72,0.042,0.195,1377.0,653.3957,5766.0,1.08,0.98,6.56,G5 V,2025.0
NY Vir b,NY Vir,13.3,730.978,3.3,0.15,338.12,2.178,32780.0,0.151,0.459,,,2011.0
TOI-2447 b,TOI-2447,9.60609646,124.90656395,0.347,0.17,414.0,44.5933,5730.0,1.006,1.034,2.1,,2024.0
K2-58 d,K2-58,1.71,3.57,0.1517,,621.48,24.6,5413.0,0.86,0.89,,,2016.0
TOI-4137 b,TOI-4137,13.57407563,457.67290608,0.05222,0.0,1570.0,1013.0,6202.0,1.438,1.313,2.1,,2022.0
GJ 625 b,GJ 625,1.49,2.82,0.078361,0.13,335.59,2.0787,3499.0,0.31,0.3,,M2,2017.0
Kepler-267 b,Kepler-267,1.98,37.9,0.037,0.0,615.0,45.843,4258.0,0.555,0.541571,3.06,M1 V,2014.0
Kepler-775 b,Kepler-775,1.19,1.81,0.01834,0.0,1612.0,1496.75,5468.0,0.84,0.92,1.86,,2016.0
KIC 10068024 b,KIC 10068024,13.4,635.656814,,,,,6118.4,1.574,1.22,0.56,,2021.0
WASP-177 b,WASP-177,17.71022,161.45764,0.03957,,1142.0,279.7736,5017.0,0.885,0.876,9.7,K2,2019.0
NGC 2682 Sand 1429 b,NGC 2682 Sand 1429,13.4,572.0911326,0.384,0.0,683.0,37.2589,6000.0,2.13,1.26,4.3,F9.5 V,2024.0
TOI-6034 b,TOI-6034,11.92,254.0,0.02949,0.04,714.0,43.0,3635.0,0.489,0.514,7.8,,2024.0
Kepler-791 b,Kepler-791,3.05,9.53,0.1256,0.0,939.0,140.057,6383.0,1.47,1.3,2.24,,2016.0
TOI-1260 b,TOI-1260,2.41,8.56,0.0367,0.0,871.0,95.58,4227.0,0.672,0.679,6.7,K6 V,2021.0
TOI-1062 b,TOI-1062,2.265,10.15,0.052,0.177,1077.0,232.0,5328.0,0.84,0.94,2.5,G9 V,2021.0
WASP-79 b,WASP-79,17.14974047,270.15414595,0.0519,0.0,1716.2,1645.9887,6600.0,1.51,1.39,1.4,F5,2012.0
Kepler-1630 b,Kepler-1630,2.19,5.43,1.1218,0.0,182.0,0.26,4736.0,0.63,0.66,5.01,,2016.0
Kepler-1365 b,Kepler-1365,0.92,0.721,0.07839,0.0,969.0,456.25,5770.0,1.05,1.0,6.03,,2016.0
Kepler-133 c,Kepler-133,2.84,8.45,0.204,0.0,663.0,67.161,5736.0,1.425,1.02,6.03,,2014.0
Kepler-346 c,Kepler-346,3.07,9.64,0.168,0.0,654.0,23.812,6033.0,1.021,0.943,2.4,,2014.0
Kepler-160 b,Kepler-160,1.715,3.59,0.05511,0.0,1134.0,396.619,5471.0,1.118,1.003,6.03,,2014.0
Kepler-341 d,Kepler-341,1.85,4.08,0.182,0.0,622.0,45.423,6012.0,1.024,0.976,9.12,,2014.0
K2-125 b,K2-125,2.18,5.39,0.121,0.08,321.22,2.0,3654.47,0.402049,0.494727,,,2017.0
HD 27442 b,HD 27442,13.5,495.8,1.271,0.06,369.62,4.3915,4846.0,3.18,1.23,10.0,K1/2III,2000.0
Kepler-1489 b,Kepler-1489,1.77,3.78,0.3679,0.0,400.0,11.893,5655.0,0.9,0.93,4.07,G,2016.0
Kepler-1623 b,Kepler-1623,1.31,2.27,0.0518,0.0,1000.0,243.08,5772.0,1.0,1.0,4.27,,2016.0
KELT-11 b,KELT-11,15.13212395,65.15482343,0.0623,0.0,1712.0,1433.0,5375.0,2.69,1.44,,G8/K0 IV,2017.0
Kepler-496 b,Kepler-496,2.32,5.99,0.0747,0.0,747.0,62.926,5293.0,0.82,0.86,4.57,,2016.0
HD 156411 b,HD 156411,14.0,235.18,1.88,0.22,304.95,1.5229,5900.0,2.16,1.25,4.28,F8 IV/V,2009.0
TOI-4463 A b,TOI-4463 A,13.26022417,252.35575516,0.04036,0.0,1395.0,633.0,5640.0,1.062,1.056,4.1,,2023.0
Kepler-1246 b,Kepler-1246,1.36,2.42,0.0848,0.0,554.0,26.451,4611.0,0.69,0.73,3.89,,2016.0
Kepler-1126 b,Kepler-1126,1.73,3.64,0.41251,0.0,374.0,4.55,5798.0,0.93,0.92,5.5,,2016.0
Kepler-926 b,Kepler-926,2.31,5.95,0.2739,0.0,524.0,17.883,5806.0,1.01,1.01,4.37,,2016.0
GJ 676 A e,GJ 676 A,2.47,6.67439655,0.181,0.152,351.55,2.7678,3734.0,0.69,0.626,,M0,2012.0
Kepler-287 b,Kepler-287,2.33,83.0,0.145,0.0,667.0,35.75,5806.0,1.032,0.963,2.88,K7 V,2014.0
HAT-P-21 b,HAT-P-21,12.44199,1547.8321,0.05037,0.23,1367.0,459.542,5588.0,1.21,1.24,10.2,G3,2010.0
TOI-2145 b,TOI-2145,12.24020692,1805.26535176,0.1117,0.214,1484.0,515.939,6206.0,2.75,1.71,1.6,,2023.0
Kepler-48 c,Kepler-48,2.71,14.61,0.08633,0.0,736.0,67.593,5194.0,0.89,0.88,3.14,,2012.0
HD 110067 g,HD 110067,2.607,8.4,0.2621,,440.0,6.3216,5266.0,0.788,0.798,8.1,K0.0 V,2023.0
TOI-2096 b,TOI-2096,1.243,2.08,0.025,0.15,445.0,9.4,3300.0,0.235,0.231,4.0,M4,2023.0
HD 213472 b,HD 213472,13.1,1112.3994245,13.0,0.53,91.76,0.0114,5729.54,1.433902,1.048132,,,2021.0
Kepler-1356 b,Kepler-1356,1.53,2.96,0.0136,0.0,1714.0,1966.057,5106.0,0.78,0.82,4.9,,2016.0
HD 13908 c,HD 13908,12.8,1630.4,2.03,0.12,273.57,0.9705,6255.0,1.67,1.29,2.9,F8 V,2013.0
Kepler-605 c,Kepler-605,0.86,0.566,0.03336,0.0,1278.0,513.03,5462.0,0.88,0.91,4.47,,2016.0
Kepler-292 c,Kepler-292,1.47,2.76,0.045,0.0,1001.0,242.416,5299.0,0.826,0.865,5.13,,2014.0
K2-266 e,K2-266,2.73,14.3,0.1249,0.043,490.1,9.581,4285.0,0.703,0.686,,,2018.0
HD 33283 b,HD 33283,12.5,104.56607,0.1508,0.399,1034.4,191.9541,5935.0,1.97,1.38,3.63,G3/G5 V,2006.0
WASP-17 b,WASP-17,20.96083,247.9074,0.0515,0.0,1755.0,1292.19,6550.0,1.49,2.28,2.65,F4,2009.0
Kepler-889 b,Kepler-889,1.09,1.32,0.04975,0.0,1328.0,954.588,5961.0,1.25,1.14,3.98,,2016.0
Kepler-1254 c,Kepler-1254,1.3,2.24,0.0422,0.0,927.0,132.391,4985.0,0.75,0.78,5.62,,2016.0
Kepler-244 c,Kepler-244,2.05,4.86,0.087,0.0,791.0,81.574,5554.0,0.803,0.933,2.4,,2014.0
Kepler-1332 b,Kepler-1332,1.37,2.45,0.09915,0.0,728.0,77.559,5581.0,0.9,0.95,3.24,,2016.0
HIP 35965 b,HIP 35965,12.6,2589.98368864,15.898,0.138,48.85,0.0009,4836.0,0.697551,0.78,,,2022.0
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,12.3,4100.0,0.8,,,,,,0.096,,,2014.0
HD 80913 b,HD 80913,12.0,7505.2000029,9.95,0.313,118.23,0.0326,6013.24,1.6542,1.11,,,2022.0
HD 134060 b,HD 134060,3.16,10.1,0.0444,0.45,1473.18,730.4602,5966.0,1.164285,1.095,5.6,G3 IV,2019.0
Kepler-1950 b,Kepler-1950,1.52696349,2.95,0.0871,0.0,752.0,75.83,5455.0,0.852,0.759,,,2021.0
Kepler-1984 b,Kepler-1984,6.81,37.3,0.0238,0.0,675.0,48.82,3638.0,0.42,0.45,13.8,,2023.0
TOI-7510 c,TOI-7510,10.81,131.0,0.1595,0.0091,702.0,92.4087,5720.0,1.035,1.063,4.4,G3,2025.0
K2-60 b,K2-60,7.655747,135.39558,0.045,0.0,1400.0,1212.0,5500.0,1.12,0.97,10.0,G4 V,2016.0
Kepler-1397 b,Kepler-1397,1.72,3.61,0.25861,0.0,551.0,58.103,6026.0,1.12,1.09,3.55,,2016.0
Kepler-358 b,Kepler-358,2.72,7.85,0.21,0.0,554.0,21.805,5908.0,0.954,0.94,0.4,,2014.0
Kepler-354 d,Kepler-354,1.24,2.07,0.146,0.0,451.0,8.949,4648.0,0.674,0.652,13.8,,2014.0
TOI-3135 b,TOI-3135,13.65253849,327.36325921,0.04756,0.24,1292.0,464.0,5890.0,0.985,1.044,1.8,,2025.0
Kepler-718 b,Kepler-718,16.56,,0.0322,0.0,1497.0,1324.2,6191.0,1.3,1.18,2.57,,2016.0
Kepler-1179 b,Kepler-1179,1.32,2.3,0.03497,0.0,1137.0,288.57,5212.0,0.81,0.84,4.9,,2016.0
Kepler-1342 b,Kepler-1342,1.66,3.39,0.0313,0.0,1283.0,559.275,5527.0,0.9,0.93,4.37,,2016.0
Kepler-381 c,Kepler-381,1.12,1.46,0.117,0.0,1180.0,225.331,6152.0,1.568,1.144,2.57,,2014.0
Kepler-1544 b,Kepler-1544,1.78,3.82,0.54465,0.0,269.0,0.833,4886.0,0.74,0.81,2.34,,2016.0
WASP-174 b,WASP-174,16.10730527,104.88337431,0.05503,0.0,1528.0,901.9,6399.0,1.347,1.24,2.2,F6 V,2018.0
CD-35 2722 b,CD-35 2722,17.37392009,9375.9380065,67.0,,1800.0,0.0,3689.0,0.558549,0.4,0.1,M1 V,2011.0
AU Mic c,AU Mic,2.79,14.46,0.119,0.18,424.7,7.3,3540.0,0.862,0.635,0.019,M1 V,2021.0
Kepler-475 b,Kepler-475,2.49,6.76,0.03989,0.0,980.0,215.462,5009.0,0.79,0.86,2.69,,2016.0
Kepler-1978 b,Kepler-1978,2.67,7.61,0.0914,0.0,676.0,49.3,5251.0,0.778,0.869,0.6,,2023.0
GJ 3222 b,GJ 3222,3.4,11.44182265,0.091,0.929,811.06,67.5954,5257.46,0.931389,0.89,,K0V,2022.0
Kepler-1836 b,Kepler-1836,2.55303229,7.05,0.0602,0.0,1093.0,338.15,6123.0,0.987,1.053,,,2021.0
Barnard e,Barnard's star,0.637,0.193,0.0381,0.04,340.0,2.4456,3195.0,0.185,0.162,,M3.5-4 V,2025.0
Kepler-141 c,Kepler-141,1.41,2.57,0.067,0.0,738.0,77.412,4910.0,0.787,0.878,12.39,,2014.0
Kepler-948 b,Kepler-948,1.85,4.08,0.0749,0.0,841.0,126.203,5679.0,0.94,0.96,4.17,,2016.0
K2-201 b,K2-201,1.40006712,2.54,,,,,5507.0,0.878161,0.956055,,,2018.0
HD 181433 d,HD 181433,13.2,858.1366989,6.74,0.444,81.19,0.0077,4918.0,0.79,0.86,6.7,K3 IV,2008.0
HD 213885 b,HD 213885,1.745,8.83,0.02012,0.0,2128.0,1882.94,5978.0,1.1011,1.068,3.8,G,2019.0
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,1.11,1.43,1.16,,,,,,0.078,,,2017.0
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,3.21,10.4,3.2,,,,,,0.56,,,2011.0
Kepler-887 c,Kepler-887,1.13,1.51,0.0801,0.0,1089.0,407.977,6194.0,1.29,1.19,3.09,,2016.0
Kepler-306 d,Kepler-306,2.47,6.66,0.12,0.0,535.0,21.983,4954.0,0.719,0.75,2.63,,2014.0
Kepler-177 c,Kepler-177,8.73,14.7,0.25655,0.0,497.0,25.4,5732.0,1.324,0.921,11.75,,2013.0
Kepler-52 c,Kepler-52,1.84,45.4,0.10379,0.012,433.0,8.55,4075.0,0.52,0.54,1.01,M0 V,2012.0
Kepler-572 b,Kepler-572,2.58,7.18,0.1192,0.0,553.0,26.889,5212.0,0.79,0.83,4.68,,2016.0
Kepler-1450 b,Kepler-1450,1.71,3.57,0.2401,0.0,308.0,3.078,4524.0,0.68,0.71,4.37,,2016.0
Kepler-882 b,Kepler-882,1.23,2.04,0.04741,0.0,903.0,259.029,5476.0,0.87,0.9,4.57,,2016.0
HD 10180 f,HD 10180,5.24,23.9,0.4929,0.119,427.54,6.1329,5911.0,1.109,1.06,4.3,G1 V,2010.0
Kepler-559 b,Kepler-559,3.61,12.7,0.1277,0.0,706.0,42.543,5630.0,0.95,0.96,4.37,,2016.0
TOI-1232 b,TOI-1232,10.92875618,220.57291446,0.117,0.065,785.71,90.0659,5823.0,1.072,1.058,4.0,G1 V,2026.0
TOI-4773 b,TOI-4773,15.22179579,1687.66884117,0.03216,0.024,2255.0,3879.8071,6740.0,1.55,1.452,1.07,,2025.0
Kepler-1312 b,Kepler-1312,2.1,5.06,0.06053,0.0,978.0,219.117,5719.0,0.92,0.99,2.0,,2016.0
WASP-22 b,WASP-22,13.78707,212.9461,0.047,0.02,1502.0,837.7034,6000.0,1.24,1.46,3.0,G1 V,2010.0
Kepler-272 b,Kepler-272,1.43,78.0,0.038,0.0,1200.0,801.741,5297.0,0.929,0.91,13.18,,2014.0
Kepler-35 b,Kepler-35,8.16,40.363,0.60347,0.042,352.89,2.5804,5606.0,1.0284,0.8877,,,2011.0
HD 260655 c,HD 260655,1.533,3.09,0.04749,0.038,557.0,16.1,3803.0,0.439,0.439,5.0,M0 V,2022.0
Kepler-1426 b,Kepler-1426,1.56,3.05,0.1187,0.0,797.0,95.22,5831.0,1.02,1.02,4.07,,2016.0
Kepler-1988 b,Kepler-1988,1.53,2.96,0.1038,0.0,1105.0,351.79,6033.0,1.788,1.127,,,2023.0
HD 48948 d,HD 48948,3.24,10.59,0.4894,0.055,349.0,2.46,4593.0,0.679,0.686,11.48,K3 V,2024.0
Kepler-968 c,Kepler-968,1.69,3.5,0.052,0.0,644.0,58.15,4598.0,0.7,0.76,2.14,,2016.0
TOI-1685 b,TOI-1685,1.421,3.07,0.01164,0.0,1000.0,213.0,3470.0,0.462,0.466,1.4,M3 V,2021.0
Kepler-678 b,Kepler-678,5.14,23.1,0.0732,0.0,833.0,113.64,5520.0,0.91,0.94,4.47,,2016.0
Kepler-144 c,Kepler-144,1.35,2.39,0.094,0.0,1046.0,207.247,6075.0,1.235,1.154,0.94,,2014.0
Kepler-427 b,Kepler-427,13.79,92.17,0.091,0.57,1100.0,208.721,5800.0,1.35,0.96,7.0,G2 V,2014.0
TOI-1298 b,TOI-1298,9.65807033,99.0,0.057,0.0,1278.0,732.0077,5752.0,1.4536,1.2187,4.3,,2021.0
OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,14.3,140.0,1.7,,,,,,0.3,,,2019.0
eps Tau b,eps Tau,12.7,2285.18624633,1.878,0.076,603.08,22.147,4877.0,12.35,2.57,,K0 III,2006.0
Kepler-1874 b,Kepler-1874,2.21110724,5.52,0.2633,0.0,356.0,3.79,4701.0,0.775,0.758,13.8,,2021.0
OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,2.21,5.5,2.6,,50.0,,,,0.22,,,2005.0
HD 93385 c,HD 93385,2.56,7.1,0.112,0.2,937.43,128.3482,5977.0,1.18484,1.04,3.3,G2/G3 V,2021.0
K2-88 b,K2-88,1.23,2.04,0.0345,0.26,464.6,7.8,3537.0,0.256,0.258,,,2016.0
OGLE-2014-BLG-0319L b,OGLE-2014-BLG-0319L,14.1,181.16219199,3.49,,,,,,0.52,,M,2022.0
WASP-94 B b,WASP-94 B,14.1,196.411,0.0335,0.0,1848.91,2000.0146,6040.0,1.35,1.24,4.0,F9,2014.0
Teegarden's Star b,Teegarden's Star,1.05,1.16,0.0259,0.03,277.0,1.08,3034.0,0.12,0.097,8.0,M7.0 V,2019.0
TOI-5634 A b,TOI-5634 A,10.42,588.0,0.0272,0.0,837.0,77.0,3896.0,0.54,0.556,7.4,,2024.0
TOI-883 b,TOI-883,7.17166228,40.7,,,861.0,91.5488,5713.15,1.01477,1.003,,,2026.0
GJ 667 C e,GJ 667 C,1.45,2.7,0.213,0.02,,0.3022,3350.0,,0.33,2.0,M1.5 V,2013.0
Kepler-164 d,Kepler-164,2.45,6.57,0.187,0.0,637.0,35.89,5888.0,1.148,1.036,0.62,,2014.0
Kepler-431 c,Kepler-431,0.668,0.229,0.0847,0.0,951.0,415.545,6004.0,1.092,1.071,4.34,,2015.0
Kepler-140 c,Kepler-140,1.8,3.89,0.414,0.0,428.0,9.957,6077.0,1.288,1.044,0.88,,2014.0
Kepler-247 c,Kepler-247,4.09,15.7,0.084,0.0,686.0,53.899,5100.0,0.768,0.887,2.14,,2014.0
Kepler-32 b,Kepler-32,2.2,1303.0,0.05,0.0,514.0,22.025,3900.0,0.53,0.58,5.6,M1 V,2011.0
TIC 279401253 b,TIC 279401253,11.2089807,1951.46641898,0.369,0.448,486.37,9.1803,5951.0,1.06,1.13,1.2,,2023.0
Kepler-1818 b,Kepler-1818,1.71360684,3.58,0.055,0.0,1209.0,504.23,6047.0,1.129,1.021,5.4,,2021.0
K2-193 b,K2-193,3.95,14.8,0.1184,,739.0,59.921,5817.0,0.98,1.01,,,2018.0
HD 15906 c,HD 15906,2.93,8.91,0.141,0.04,532.0,13.37,4757.0,0.762,0.79,,K V,2023.0
TOI-6109 b,TOI-6109,4.8704,21.1,0.0599,,700.0,39.9451,5660.0,1.021,1.03,0.075,G3,2025.0
TOI-1839 c,TOI-1839,2.40867246,6.39,,,,,5315.91,0.848099,0.934,,,2026.0
HD 17156 b,HD 17156,12.26262489,1036.12060682,0.1632,0.6772,888.0,68.8,6046.0,1.517,1.285,3.3,G5,2007.0
TOI-871 b,TOI-871,1.664,3.41,0.1054,,621.0,24.78,4929.0,0.719,0.758,5.9,,2024.0
WASP-124 b,WASP-124,13.89916,190.698,0.0449,0.017,1400.0,748.0,6050.0,1.02,1.07,2.1,F9,2016.0
GJ 251 c,GJ 251,1.8,3.88,0.196,0.0,216.0,0.404,3342.0,0.36,0.35,6.8,M3.0 V,2025.0
Kepler-1649 b,Kepler-1649,1.017,1.03,0.0514,0.0,307.0,2.208,3240.0,0.2317,0.1977,,,2017.0
Kepler-1518 c,Kepler-1518,2.9,8.75,0.0905,0.0,1094.0,338.33,6432.0,1.345,1.06,1.48,,2023.0
ITG 15 b,ITG 15 A,12.1,6674.396547,435.0,,2601.0,,,,,,,2024.0
TOI-4311 b,TOI-4311,1.376,4.5,0.01817,,1664.0,1273.0,5063.0,0.8441,0.816,6.6,K,2026.0
Kepler-767 b,Kepler-767,6.64,35.7,0.5874,0.0,366.0,9.365,5694.0,0.94,0.96,4.07,,2016.0
TOI-2986 b,TOI-2986,9.292245,96.61983573,0.04489,0.14,1622.0,1156.0,5906.0,1.458,1.122,6.3,,2025.0
K2-83 b,K2-83,1.244,2.08,0.03014,0.07,707.17,41.5,3910.0,0.424,0.484,,,2016.0
2MASS J22362452+4751425 b,2MASS J22362452+4751425,12.3,3972.875,230.0,,10.3,0.0,4045.0,0.641152,0.6,0.12,K7 V,2016.0
HAT-P-63 b,HAT-P-63,12.5428494,195.1466419,0.04294,0.069,1237.0,387.4,5400.0,0.9661,0.925,9.0,,2021.0
Kepler-1182 b,Kepler-1182,2.41,6.39,0.0981,0.0,796.0,197.882,5924.0,1.05,1.04,3.39,,2016.0
Kepler-1990 c,Kepler-1990,0.98,0.904,0.0504,0.0,1170.0,442.08,5751.0,1.071,1.028,2.5,,2023.0
Kepler-1688 b,Kepler-1688,1.26174569,2.13,0.0577,0.0,772.0,84.01,4632.11,0.746,0.814,14.0,,2020.0
Kepler-1191 b,Kepler-1191,1.51,2.89,0.0587,0.0,952.0,167.184,5308.0,0.81,0.85,4.57,,2016.0
Kepler-328 b,Kepler-328,2.3,28.5,0.2199,0.0,602.0,57.079,6064.0,1.06,1.15,2.57,,2013.0
KMT-2019-BLG-0842L b,KMT-2019-BLG-0842L,3.19,10.28,3.31,,,,,,0.76,,,2020.0
TOI-4638.01,TOI-4638,2.933,8.92,0.093013,,779.83,87.81,5700.0,0.895,1.02,,,2024.0
Kepler-511 c,Kepler-511,4.20964327,16.5,0.17177,0.0,742.0,101.6,5866.0,1.417,0.958,9.12,,2021.0
Kepler-1337 b,Kepler-1337,2.41,6.39,0.1441,0.0,437.0,9.183,4523.0,0.67,0.7,4.27,,2016.0
K2-198 b,K2-198,4.189,16.3,,,715.8,,5212.9,0.757,0.799,,,2018.0
TOI-1054.01,TOI-1054,2.43432,6.5,,,853.0,88.0718,6122.0,1.17,1.14,,,2021.0
Kepler-1997 b,Kepler-1997,2.28,5.82,0.1815,0.0,660.0,44.86,6215.0,1.052,1.111,,,2023.0
WASP-107 b,WASP-107,10.53646,30.51152707,0.055,0.09,736.0,51.0,4425.0,0.657,0.683,3.4,K6,2017.0
TOI-1062 c,TOI-1062,3.1,9.78,0.08,0.14,859.0,95.0,5328.0,0.84,0.94,2.5,G9 V,2021.0
Kepler-296 c,Kepler-296,2.0,4.66,0.0521,0.33,606.0,14.8,3740.0,0.48,0.498,4.2,M2 V,2014.0
